episode,timestep,result,own_alive,enemy_alive,ep_steps,ep_reward,kills,deaths,act_hold,act_nav,act_frenzy,act_retreat,act_zone,act_split,act_merge,act_aggro,win_rate_100,avg_survivors_100,avg_ep_len_100,stage,timestamp
444,3417,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.540,1.8,5.9,1,00:11:50
445,3429,WIN,1,0,12,11.0100,50,49,9,1,2,0,0,0,0,0,0.550,1.8,5.9,1,00:11:58
446,3430,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.560,1.8,5.9,1,00:11:59
447,3442,WIN,2,0,12,11.1400,50,48,4,7,1,0,0,0,0,0,0.570,1.8,5.9,1,00:12:08
448,3443,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.580,1.8,5.9,1,00:12:09
449,3454,LOSS,0,2,11,-9.2100,48,50,5,3,3,0,0,0,0,0,0.580,1.8,5.9,1,00:12:17
450,3455,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.580,1.8,5.9,1,00:12:19
451,3466,LOSS,0,3,11,-9.2600,47,50,4,5,2,0,0,0,0,0,0.570,1.8,5.9,1,00:12:26
452,3467,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.560,1.8,5.9,1,00:12:28
453,3478,WIN,1,0,11,11.0200,50,49,3,4,4,0,0,0,0,0,0.560,1.8,5.9,1,00:12:36
454,3479,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.560,1.8,5.9,1,00:12:38
455,3491,LOSS,0,2,12,-9.2200,48,50,3,2,7,0,0,0,0,0,0.550,1.8,5.9,1,00:12:46
456,3492,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.540,1.8,5.9,1,00:12:48
457,3503,WIN,1,0,11,11.0200,50,49,3,3,5,0,0,0,0,0,0.540,1.8,5.9,1,00:12:55
458,3504,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.540,1.8,5.9,1,00:12:57
459,3515,LOSS,0,2,11,-9.2100,48,50,5,2,4,0,0,0,0,0,0.530,1.8,5.9,1,00:13:05
460,3516,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.520,1.8,5.9,1,00:13:06
461,3526,WIN,1,0,10,11.0300,50,49,5,2,3,0,0,0,0,0,0.530,1.8,5.9,1,00:13:13
462,3527,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.540,1.7,5.9,1,00:13:15
463,3538,LOSS,0,2,11,-9.2100,48,50,5,2,4,0,0,0,0,0,0.530,1.7,5.9,1,00:13:23
464,3539,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.520,1.7,5.9,1,00:13:25
465,3550,WIN,2,0,11,11.1500,50,48,4,2,5,0,0,0,0,0,0.530,1.7,5.9,1,00:13:32
466,3551,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.540,1.7,5.9,1,00:13:34
467,3562,WIN,2,0,11,11.1500,50,48,5,4,2,0,0,0,0,0,0.540,1.7,5.9,1,00:13:42
468,3563,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.540,1.7,5.9,1,00:13:43
469,3573,WIN,2,0,10,11.1600,50,48,2,4,4,0,0,0,0,0,0.540,1.7,5.9,1,00:13:50
470,3574,WIN,2,0,1,10.1900,50,48,0,1,0,0,0,0,0,0,0.540,1.7,5.9,1,00:13:52
471,3584,LOSS,0,4,10,-9.3000,46,50,2,3,5,0,0,0,0,0,0.540,1.7,5.9,1,00:13:59
472,3585,LOSS,0,4,1,-0.0100,46,50,0,0,1,0,0,0,0,0,0.540,1.7,5.9,1,00:14:01
473,3596,WIN,1,0,11,11.0200,50,49,6,1,4,0,0,0,0,0,0.540,1.7,5.9,1,00:14:08
474,3597,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.540,1.6,5.9,1,00:14:10
475,3608,WIN,1,0,11,11.0200,50,49,6,2,3,0,0,0,0,0,0.550,1.6,6.0,1,00:14:18
476,3609,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.560,1.6,6.0,1,00:14:20
477,3620,WIN,2,0,11,11.1500,50,48,0,5,6,0,0,0,0,0,0.570,1.6,6.0,1,00:14:27
478,3621,WIN,2,0,1,10.1900,50,48,0,0,1,0,0,0,0,0,0.580,1.6,6.0,1,00:14:29
479,3632,LOSS,0,1,11,-9.1600,49,50,4,2,5,0,0,0,0,0,0.570,1.6,6.0,1,00:14:37
480,3633,LOSS,0,1,1,-0.0100,49,50,0,1,0,0,0,0,0,0,0.560,1.6,6.0,1,00:14:38
481,3645,LOSS,0,2,12,-9.2200,48,50,0,7,5,0,0,0,0,0,0.550,1.6,6.0,1,00:14:47
482,3646,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.540,1.5,6.0,1,00:14:48
483,3658,LOSS,0,1,12,-9.1700,49,50,4,2,6,0,0,0,0,0,0.530,1.5,6.0,1,00:14:56
484,3659,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.520,1.5,6.0,1,00:14:58
485,3670,WIN,3,0,11,11.2800,50,47,5,4,2,0,0,0,0,0,0.530,1.6,6.0,1,00:15:06
486,3671,WIN,3,0,1,10.2900,50,47,0,1,0,0,0,0,0,0,0.540,1.6,6.0,1,00:15:08
487,3681,WIN,3,0,10,11.2900,50,47,4,1,5,0,0,0,0,0,0.540,1.6,6.0,1,00:15:15
488,3682,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.540,1.7,6.0,1,00:15:16
489,3692,WIN,1,0,10,11.0300,50,49,3,5,2,0,0,0,0,0,0.540,1.6,6.0,1,00:15:23
490,3693,WIN,1,0,1,10.0900,50,49,1,0,0,0,0,0,0,0,0.540,1.6,6.0,1,00:15:25
491,3703,LOSS,0,2,10,-9.2000,48,50,6,1,3,0,0,0,0,0,0.540,1.6,6.0,1,00:15:32
492,3704,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.540,1.6,6.0,1,00:15:34
493,3714,LOSS,0,3,10,-9.2500,47,50,3,5,2,0,0,0,0,0,0.540,1.6,5.9,1,00:15:41
494,3715,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.540,1.6,5.9,1,00:15:43
495,3725,LOSS,0,3,10,-9.2500,47,50,3,2,5,0,0,0,0,0,0.540,1.6,5.9,1,00:15:50
496,3726,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.540,1.6,5.9,1,00:15:52
497,3737,DRAW,0,0,11,-9.1100,50,50,7,2,2,0,0,0,0,0,0.540,1.6,5.9,1,00:15:59
498,3738,DRAW,0,0,1,-0.0100,50,50,1,0,0,0,0,0,0,0,0.540,1.6,5.9,1,00:16:01
499,3749,LOSS,0,1,11,-9.1600,49,50,4,5,2,0,0,0,0,0,0.540,1.6,5.9,1,00:16:09
500,3750,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.540,1.6,5.9,1,00:16:10
501,3759,LOSS,0,3,9,-9.2400,47,50,1,3,5,0,0,0,0,0,0.530,1.6,5.9,1,00:16:17
502,3760,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.520,1.6,5.9,1,00:16:19
503,3771,LOSS,0,2,11,-9.2100,48,50,2,1,8,0,0,0,0,0,0.510,1.6,5.9,1,00:16:26
504,3772,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.500,1.6,5.9,1,00:16:28
505,3782,LOSS,0,2,10,-9.2000,48,50,5,3,2,0,0,0,0,0,0.490,1.7,5.9,1,00:16:35
506,3783,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.480,1.7,5.9,1,00:16:37
507,3794,LOSS,0,2,11,-9.2100,48,50,4,3,4,0,0,0,0,0,0.480,1.7,5.9,1,00:16:45
508,3795,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.480,1.7,5.9,1,00:16:46
509,3805,LOSS,0,3,10,-9.2500,47,50,4,1,5,0,0,0,0,0,0.480,1.7,5.9,1,00:16:53
510,3806,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.480,1.7,5.9,1,00:16:55
511,3816,LOSS,0,3,10,-9.2500,47,50,3,2,5,0,0,0,0,0,0.480,1.7,5.9,1,00:17:02
512,3817,LOSS,0,3,1,-0.0100,47,50,1,0,0,0,0,0,0,0,0.480,1.7,5.9,1,00:17:04
513,3827,WIN,4,0,10,11.4200,50,46,1,6,3,0,0,0,0,0,0.490,1.7,5.9,1,00:17:11
514,3828,WIN,4,0,1,10.3900,50,46,0,1,0,0,0,0,0,0,0.500,1.8,5.9,1,00:17:13
515,3838,LOSS,0,4,10,-9.3000,46,50,3,2,5,0,0,0,0,0,0.490,1.8,5.9,1,00:17:20
516,3839,LOSS,0,4,1,-0.0100,46,50,1,0,0,0,0,0,0,0,0.480,1.8,5.9,1,00:17:21
517,3849,LOSS,0,1,10,-9.1500,49,50,4,2,4,0,0,0,0,0,0.470,1.8,5.9,1,00:17:28
518,3850,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.460,1.8,5.9,1,00:17:30
519,3862,WIN,1,0,12,11.0100,50,49,5,4,3,0,0,0,0,0,0.460,1.8,5.9,1,00:17:38
520,3863,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.460,1.8,5.9,1,00:17:40
521,3874,WIN,2,0,11,11.1500,50,48,4,2,5,0,0,0,0,0,0.460,1.8,5.9,1,00:17:48
522,3875,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.460,1.7,5.9,1,00:17:50
523,3885,LOSS,0,3,10,-9.2500,47,50,2,0,8,0,0,0,0,0,0.450,1.8,5.9,1,00:17:57
524,3886,LOSS,0,3,1,-0.0100,47,50,1,0,0,0,0,0,0,0,0.440,1.8,5.9,1,00:17:58
525,3897,LOSS,0,2,11,-9.2100,48,50,3,4,4,0,0,0,0,0,0.440,1.8,5.9,1,00:18:06
526,3898,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.440,1.8,5.9,1,00:18:08
527,3908,LOSS,0,3,10,-9.2500,47,50,1,3,6,0,0,0,0,0,0.440,1.8,5.9,1,00:18:15
528,3909,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.440,1.8,5.9,1,00:18:17
529,3920,WIN,1,0,11,11.0200,50,49,2,3,6,0,0,0,0,0,0.440,1.8,5.9,1,00:18:24
530,3921,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.440,1.8,5.9,1,00:18:26
531,3931,LOSS,0,3,10,-9.2500,47,50,3,3,4,0,0,0,0,0,0.430,1.8,5.9,1,00:18:33
532,3932,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.420,1.8,5.9,1,00:18:35
533,3943,LOSS,0,3,11,-9.2600,47,50,4,2,5,0,0,0,0,0,0.410,1.8,5.9,1,00:18:42
534,3944,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.400,1.8,5.9,1,00:18:44
535,3954,WIN,3,0,10,11.2900,50,47,4,3,3,0,0,0,0,0,0.400,1.8,5.9,1,00:18:51
536,3955,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.400,1.8,5.9,1,00:18:53
537,3966,LOSS,0,3,11,-9.2600,47,50,4,2,5,0,0,0,0,0,0.400,1.8,5.9,1,00:19:00
538,3967,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.400,1.8,5.9,1,00:19:02
539,3977,LOSS,0,2,10,-9.2000,48,50,3,3,4,0,0,0,0,0,0.400,1.8,5.9,1,00:19:09
540,3978,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.400,1.8,5.9,1,00:19:11
541,3989,WIN,2,0,11,11.1500,50,48,4,4,3,0,0,0,0,0,0.400,1.8,5.8,1,00:19:19
542,3990,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.400,1.8,5.8,1,00:19:20
543,4001,WIN,2,0,11,11.1500,50,48,4,2,5,0,0,0,0,0,0.410,1.8,5.8,1,00:19:28
544,4002,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.420,1.8,5.8,1,00:19:30
545,4014,LOSS,0,1,12,-9.1700,49,50,4,4,4,0,0,0,0,0,0.410,1.8,5.8,1,00:19:38
546,4015,LOSS,0,1,1,-0.0100,49,50,1,0,0,0,0,0,0,0,0.400,1.9,5.8,1,00:19:40
547,4025,LOSS,0,3,10,-9.2500,47,50,5,2,3,0,0,0,0,0,0.390,1.8,5.8,1,00:19:47
548,4026,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.380,1.8,5.8,1,00:19:49
549,4036,WIN,3,0,10,11.2900,50,47,4,2,4,0,0,0,0,0,0.390,1.9,5.8,1,00:19:56
550,4037,WIN,3,0,1,10.2900,50,47,0,1,0,0,0,0,0,0,0.400,1.9,5.8,1,00:19:58
551,4047,LOSS,0,2,10,-9.2000,48,50,4,3,3,0,0,0,0,0,0.400,1.9,5.8,1,00:20:05
552,4048,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.400,1.9,5.8,1,00:20:07
553,4058,LOSS,0,2,10,-9.2000,48,50,4,3,3,0,0,0,0,0,0.390,1.9,5.8,1,00:20:14
554,4059,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.380,1.9,5.8,1,00:20:15
555,4071,LOSS,0,2,12,-9.2200,48,50,1,5,6,0,0,0,0,0,0.380,1.9,5.8,1,00:20:24
556,4072,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.380,1.9,5.8,1,00:20:25
557,4083,WIN,2,0,11,11.1500,50,48,5,3,3,0,0,0,0,0,0.380,2.0,5.8,1,00:20:33
558,4084,WIN,2,0,1,10.1900,50,48,0,1,0,0,0,0,0,0,0.380,2.0,5.8,1,00:20:35
559,4094,LOSS,0,1,10,-9.1500,49,50,5,2,3,0,0,0,0,0,0.380,2.0,5.8,1,00:20:42
560,4095,LOSS,0,1,1,-0.0100,49,50,0,1,0,0,0,0,0,0,0.380,2.0,5.8,1,00:20:44
561,4104,WIN,1,0,9,11.0400,50,49,2,6,1,0,0,0,0,0,0.380,2.0,5.8,1,00:20:51
562,4105,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.380,2.0,5.8,1,00:20:52
563,4117,LOSS,0,2,12,-9.2200,48,50,4,4,4,0,0,0,0,0,0.380,2.0,5.8,1,00:21:01
564,4118,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.380,2.0,5.8,1,00:21:02
565,4128,LOSS,0,3,10,-9.2500,47,50,4,3,3,0,0,0,0,0,0.370,2.0,5.8,1,00:21:09
566,4129,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.360,2.0,5.8,1,00:21:11
567,4139,WIN,2,0,10,11.1600,50,48,3,4,3,0,0,0,0,0,0.360,2.0,5.8,1,00:21:18
568,4140,WIN,2,0,1,10.1900,50,48,0,1,0,0,0,0,0,0,0.360,2.0,5.8,1,00:21:20
